# The tests of significance were performed using a two-sided Student's two-sample t-test.
# Alternative hypothesis: Group 1 mean != Group 2 mean
# Entries marked with "N/A" could not be calculated because at least one of the groups
# of distances was empty, both groups each contained only a single distance, or
# the test could not be performed (e.g. no variance in groups with the same mean).
Group 1	Group 2	t statistic	Parametric p-value	Parametric p-value (Bonferroni-corrected)	Nonparametric p-value	Nonparametric p-value (Bonferroni-corrected)
Unknown vs. wound_swab	Positive_4 vs. Positive_3	-2.85891030575	[ 0.00679098]	1	N/A	N/A
Unknown vs. wound_swab	Positive_4 vs. control_skin_right	-11.1852466269	1.00072195009e-17	1.36398401797e-14	N/A	N/A
Unknown vs. wound_swab	Positive_4 vs. wound_swab	-4.39308149309	3.47925450133e-05	0.0474222388531	N/A	N/A
Unknown vs. wound_swab	Positive_4 vs. diabetic_skin_contra	-10.2271278988	2.66065571523e-16	3.62647373986e-13	N/A	N/A
Unknown vs. wound_swab	Positive_4 vs. wound_deb	-4.19424131419	8.10757404392e-05	0.110506234219	N/A	N/A
Unknown vs. wound_swab	Positive_4 vs. control_skin_left	-11.5978184649	6.82148263946e-19	9.29768083758e-16	N/A	N/A
Unknown vs. wound_swab	Positive_3 vs. control_skin_right	-10.6469044142	1.00490552078e-16	1.36968622482e-13	N/A	N/A
Unknown vs. wound_swab	Positive_3 vs. wound_swab	-4.09139149903	0.000103618940884	0.141232616426	N/A	N/A
Unknown vs. wound_swab	Positive_3 vs. diabetic_skin_contra	-9.70745523469	2.83060633256e-15	3.85811643128e-12	N/A	N/A
Unknown vs. wound_swab	Positive_3 vs. wound_deb	-3.90964918933	0.000215745590892	0.294061240386	N/A	N/A
Unknown vs. wound_swab	Positive_3 vs. control_skin_left	-11.0334673719	8.25120168448e-18	1.12463878959e-14	N/A	N/A
Unknown vs. wound_swab	control_skin_right vs. wound_swab	-1.18109994355	0.237743286593	1	N/A	N/A
Unknown vs. wound_swab	control_skin_right vs. diabetic_skin_contra	3.83962123259	0.000127714747982	0.174075201499	N/A	N/A
Unknown vs. wound_swab	control_skin_right vs. wound_deb	-1.63213736104	0.102917816636	1	N/A	N/A
Unknown vs. wound_swab	control_skin_right vs. control_skin_left	5.11142121393	3.56442261262e-07	0.000485830802101	N/A	N/A
Unknown vs. wound_swab	wound_swab vs. diabetic_skin_contra	-1.05751993919	0.290416418172	1	N/A	N/A
Unknown vs. wound_swab	wound_swab vs. wound_deb	-2.36995226559	0.0179429661858	1	N/A	N/A
Unknown vs. wound_swab	wound_swab vs. control_skin_left	-1.46600059534	0.142826959783	1	N/A	N/A
Unknown vs. wound_swab	diabetic_skin_contra vs. wound_deb	-1.52718222661	0.126948570172	1	N/A	N/A
Unknown vs. wound_swab	diabetic_skin_contra vs. control_skin_left	3.58493593728	0.000345537392185	0.470967465548	N/A	N/A
Unknown vs. wound_swab	wound_deb vs. control_skin_left	-1.91422908663	0.0558056081	1	N/A	N/A
Unknown vs. diabetic_skin_contra	Unknown vs. wound_deb	-4.64857030552	1.47514808364e-05	0.02010626838	N/A	N/A
Unknown vs. diabetic_skin_contra	Unknown vs. control_skin_left	1.94221448368	0.0554226982888	1	N/A	N/A
Unknown vs. diabetic_skin_contra	Positive_4 vs. Positive_3	-3.779930532	[ 0.00047865]	[ 0.65240347]	N/A	N/A
Unknown vs. diabetic_skin_contra	Positive_4 vs. control_skin_right	-27.2628507213	2.96976913683e-42	4.04779533349e-39	N/A	N/A
Unknown vs. diabetic_skin_contra	Positive_4 vs. wound_swab	-8.57447094429	5.05545423798e-13	6.89058412637e-10	N/A	N/A
Unknown vs. diabetic_skin_contra	Positive_4 vs. diabetic_skin_contra	-22.39879687	1.19257755909e-37	1.62548321304e-34	N/A	N/A
Unknown vs. diabetic_skin_contra	Positive_4 vs. wound_deb	-8.67440694453	8.44445017089e-13	1.15097855829e-09	N/A	N/A
Unknown vs. diabetic_skin_contra	Positive_4 vs. control_skin_left	-27.6258757664	3.14554837225e-44	4.28738243138e-41	N/A	N/A
Unknown vs. diabetic_skin_contra	Positive_3 vs. control_skin_right	-26.3464688348	3.49152715472e-41	4.75895151188e-38	N/A	N/A
Unknown vs. diabetic_skin_contra	Positive_3 vs. wound_swab	-8.22121274509	2.54516914702e-12	3.46906554739e-09	N/A	N/A
Unknown vs. diabetic_skin_contra	Positive_3 vs. diabetic_skin_contra	-21.6222100539	1.57722457902e-36	2.1497571012e-33	N/A	N/A
Unknown vs. diabetic_skin_contra	Positive_3 vs. wound_deb	-8.34301855618	3.5086559545e-12	4.78229806598e-09	N/A	N/A
Unknown vs. diabetic_skin_contra	Positive_3 vs. control_skin_left	-26.6896710214	4.36842587611e-43	5.95416446914e-40	N/A	N/A
Unknown vs. diabetic_skin_contra	control_skin_right vs. wound_swab	-4.82527782903	1.53463729496e-06	0.00209171063303	N/A	N/A
Unknown vs. diabetic_skin_contra	control_skin_right vs. diabetic_skin_contra	-0.696630960048	0.486128237151	1	N/A	N/A
Unknown vs. diabetic_skin_contra	control_skin_right vs. wound_deb	-5.20064508215	2.3388592524e-07	0.000318786516103	N/A	N/A
Unknown vs. diabetic_skin_contra	control_skin_right vs. control_skin_left	0.298240673356	0.765556449011	1	N/A	N/A
Unknown vs. diabetic_skin_contra	wound_swab vs. diabetic_skin_contra	-4.57122206707	5.17855757932e-06	0.00705837398061	N/A	N/A
Unknown vs. diabetic_skin_contra	wound_swab vs. wound_deb	-5.58329571065	2.89591700053e-08	3.94713487172e-05	N/A	N/A
Unknown vs. diabetic_skin_contra	wound_swab vs. control_skin_left	-5.22099553496	1.99038447034e-07	0.000271289403307	N/A	N/A
Unknown vs. diabetic_skin_contra	diabetic_skin_contra vs. wound_deb	-5.00393766922	6.35013314472e-07	0.000865523147625	N/A	N/A
Unknown vs. diabetic_skin_contra	diabetic_skin_contra vs. control_skin_left	-0.962247687773	0.336045490657	1	N/A	N/A
Unknown vs. diabetic_skin_contra	wound_deb vs. control_skin_left	-5.5892497498	2.76268365375e-08	3.76553782006e-05	N/A	N/A
Unknown vs. wound_deb	Unknown vs. control_skin_left	5.91450405659	1.06696744551e-07	0.000145427662823	N/A	N/A
Unknown vs. wound_deb	Positive_4 vs. Positive_3	-2.68173260055	[ 0.01196044]	1	N/A	N/A
Unknown vs. wound_deb	Positive_4 vs. control_skin_right	-9.85606426856	1.34630102282e-14	1.83500829411e-11	N/A	N/A
Unknown vs. wound_deb	Positive_4 vs. wound_swab	-3.6461261742	0.000516547883129	0.704054764705	N/A	N/A
Unknown vs. wound_deb	Positive_4 vs. diabetic_skin_contra	-8.89317363349	3.30193114247e-13	4.50053214719e-10	N/A	N/A
Unknown vs. wound_deb	Positive_4 vs. wound_deb	-3.49195801627	0.000924049260152	1	N/A	N/A
Unknown vs. wound_deb	Positive_4 vs. control_skin_left	-10.1976559621	1.50081112913e-15	2.045605569e-12	N/A	N/A
Unknown vs. wound_deb	Positive_3 vs. control_skin_right	-9.36290171938	9.90350014738e-14	1.34984707009e-10	N/A	N/A
Unknown vs. wound_deb	Positive_3 vs. wound_swab	-3.38033576281	0.00120293491523	1	N/A	N/A
Unknown vs. wound_deb	Positive_3 vs. diabetic_skin_contra	-8.42214216937	2.49686126225e-12	3.40322190045e-09	N/A	N/A
Unknown vs. wound_deb	Positive_3 vs. wound_deb	-3.23974775637	0.00198258014859	1	N/A	N/A
Unknown vs. wound_deb	Positive_3 vs. control_skin_left	-9.68157350673	1.30857905406e-14	1.78359325068e-11	N/A	N/A
Unknown vs. wound_deb	control_skin_right vs. wound_swab	-0.76329496161	0.445403813495	1	N/A	N/A
Unknown vs. wound_deb	control_skin_right vs. diabetic_skin_contra	3.67304540957	0.000247096583064	0.336792642717	N/A	N/A
Unknown vs. wound_deb	control_skin_right vs. wound_deb	-1.16195324369	0.245491835999	1	N/A	N/A
Unknown vs. wound_deb	control_skin_right vs. control_skin_left	4.80171548818	1.71441373276e-06	0.00233674591775	N/A	N/A
Unknown vs. wound_deb	wound_swab vs. diabetic_skin_contra	-0.664878673915	0.506213840705	1	N/A	N/A
Unknown vs. wound_deb	wound_swab vs. wound_deb	-1.8292506458	0.067604450116	1	N/A	N/A
Unknown vs. wound_deb	wound_swab vs. control_skin_left	-1.00308817474	0.315957153844	1	N/A	N/A
Unknown vs. wound_deb	diabetic_skin_contra vs. wound_deb	-1.07677215135	0.281774734155	1	N/A	N/A
Unknown vs. wound_deb	diabetic_skin_contra vs. control_skin_left	3.45164698293	0.000569241099913	0.775875619182	N/A	N/A
Unknown vs. wound_deb	wound_deb vs. control_skin_left	-1.39961276415	0.161864626205	1	N/A	N/A
Unknown vs. control_skin_left	Positive_4 vs. Positive_3	-3.96491730517	[ 0.00027997]	[ 0.38160364]	N/A	N/A
Unknown vs. control_skin_left	Positive_4 vs. control_skin_right	-32.9555487684	6.33872758985e-48	8.63968570497e-45	N/A	N/A
Unknown vs. control_skin_left	Positive_4 vs. wound_swab	-9.51327741588	7.69646392077e-15	1.0490280324e-11	N/A	N/A
Unknown vs. control_skin_left	Positive_4 vs. diabetic_skin_contra	-25.8537654097	4.87090129546e-42	6.63903846572e-39	N/A	N/A
Unknown vs. control_skin_left	Positive_4 vs. wound_deb	-9.72232913023	1.10208575856e-14	1.50214288892e-11	N/A	N/A
Unknown vs. control_skin_left	Positive_4 vs. control_skin_left	-33.0272183927	6.84728035686e-50	9.3328431264e-47	N/A	N/A
Unknown vs. control_skin_left	Positive_3 vs. control_skin_right	-31.9278072757	6.51645512446e-47	8.88192833463e-44	N/A	N/A
Unknown vs. control_skin_left	Positive_3 vs. wound_swab	-9.15836605474	3.86368897713e-14	5.26620807582e-11	N/A	N/A
Unknown vs. control_skin_left	Positive_3 vs. diabetic_skin_contra	-25.0258518168	5.63830699038e-41	7.68501242789e-38	N/A	N/A
Unknown vs. control_skin_left	Positive_3 vs. wound_deb	-9.39167089072	4.45351944023e-14	6.07014699704e-11	N/A	N/A
Unknown vs. control_skin_left	Positive_3 vs. control_skin_left	-31.9892068105	8.23490707573e-49	1.12241783442e-45	N/A	N/A
Unknown vs. control_skin_left	control_skin_right vs. wound_swab	-5.68639949898	1.54604916312e-08	2.10726500933e-05	N/A	N/A
Unknown vs. control_skin_left	control_skin_right vs. diabetic_skin_contra	-1.9008977908	0.0574830994208	1	N/A	N/A
Unknown vs. control_skin_left	control_skin_right vs. wound_deb	-6.03267428385	2.15467459441e-09	2.93682147218e-06	N/A	N/A
Unknown vs. control_skin_left	control_skin_right vs. control_skin_left	-1.00678235494	0.31418479059	1	N/A	N/A
Unknown vs. control_skin_left	wound_swab vs. diabetic_skin_contra	-5.40315696166	7.41947038686e-08	0.000101127381373	N/A	N/A
Unknown vs. control_skin_left	wound_swab vs. wound_deb	-6.3101701315	3.8706370753e-10	5.27567833364e-07	N/A	N/A
Unknown vs. control_skin_left	wound_swab vs. control_skin_left	-6.10211885936	1.28416156683e-09	1.75031221559e-06	N/A	N/A
Unknown vs. control_skin_left	diabetic_skin_contra vs. wound_deb	-5.81578818426	7.51129627377e-09	1.02378968212e-05	N/A	N/A
Unknown vs. control_skin_left	diabetic_skin_contra vs. control_skin_left	-2.16200758871	0.0307399454672	1	N/A	N/A
Unknown vs. control_skin_left	wound_deb vs. control_skin_left	-6.44027178137	1.66178262649e-10	2.26500971991e-07	N/A	N/A
Positive_4 vs. Positive_3	Positive_4 vs. control_skin_right	-15.5156546315	[  8.88801591e-18]	[  1.21143657e-14]	N/A	N/A
Positive_4 vs. Positive_3	Positive_4 vs. wound_swab	-2.7386357495	[ 0.00925081]	1	N/A	N/A
Positive_4 vs. Positive_3	Positive_4 vs. diabetic_skin_contra	-8.52493498226	[  8.67018508e-11]	[  1.18174623e-07]	N/A	N/A
Positive_4 vs. Positive_3	Positive_4 vs. wound_deb	-2.87452838078	[ 0.00750166]	1	N/A	N/A
Positive_4 vs. Positive_3	Positive_4 vs. control_skin_left	-13.8575236958	[  2.89763102e-17]	[  3.94947108e-14]	N/A	N/A
Positive_4 vs. Positive_3	Positive_3 vs. control_skin_right	-15.2206074557	[  1.64660210e-17]	[  2.24431866e-14]	N/A	N/A
Positive_4 vs. Positive_3	Positive_3 vs. wound_swab	-2.68342496484	[ 0.01063694]	1	N/A	N/A
Positive_4 vs. Positive_3	Positive_3 vs. diabetic_skin_contra	-8.36286446282	[  1.46064201e-10]	[  1.99085505e-07]	N/A	N/A
Positive_4 vs. Positive_3	Positive_3 vs. wound_deb	-2.8286530361	[ 0.00839246]	1	N/A	N/A
Positive_4 vs. Positive_3	Positive_3 vs. control_skin_left	-13.5922155132	[  5.64682973e-17]	[  7.69662892e-14]	N/A	N/A
Positive_4 vs. Positive_3	control_skin_right vs. wound_swab	-2.10320547411	[ 0.03561193]	1	N/A	N/A
Positive_4 vs. Positive_3	control_skin_right vs. diabetic_skin_contra	-1.92922336461	[ 0.05387229]	1	N/A	N/A
Positive_4 vs. Positive_3	control_skin_right vs. wound_deb	-2.12206421333	[ 0.03404772]	1	N/A	N/A
Positive_4 vs. Positive_3	control_skin_right vs. control_skin_left	-1.91536866722	[ 0.05562]	1	N/A	N/A
Positive_4 vs. Positive_3	wound_swab vs. diabetic_skin_contra	-2.01687348546	[ 0.0438604]	1	N/A	N/A
Positive_4 vs. Positive_3	wound_swab vs. wound_deb	-2.02826341849	[ 0.04275408]	1	N/A	N/A
Positive_4 vs. Positive_3	wound_swab vs. control_skin_left	-2.19961029092	[ 0.02796726]	1	N/A	N/A
Positive_4 vs. Positive_3	diabetic_skin_contra vs. wound_deb	-2.05897533729	[ 0.03969258]	1	N/A	N/A
Positive_4 vs. Positive_3	diabetic_skin_contra vs. control_skin_left	-1.96648403538	[ 0.04938878]	1	N/A	N/A
Positive_4 vs. Positive_3	wound_deb vs. control_skin_left	-2.21576141927	[ 0.02688202]	1	N/A	N/A
Positive_4 vs. control_skin_right	Positive_4 vs. wound_swab	2.60606670326	0.0110160667295	1	N/A	N/A
Positive_4 vs. control_skin_right	Positive_4 vs. diabetic_skin_contra	1.21960100105	0.226199634746	1	N/A	N/A
Positive_4 vs. control_skin_right	Positive_4 vs. wound_deb	2.9484648103	0.00441266159457	1	N/A	N/A
Positive_4 vs. control_skin_right	Positive_4 vs. control_skin_left	0.256361469418	0.798338153015	1	N/A	N/A
Positive_4 vs. control_skin_right	Positive_3 vs. control_skin_right	1.30407750947	0.196249055471	1	N/A	N/A
Positive_4 vs. control_skin_right	Positive_3 vs. wound_swab	2.95718860094	0.00413489784911	1	N/A	N/A
Positive_4 vs. control_skin_right	Positive_3 vs. diabetic_skin_contra	2.12988627515	0.0362544422981	1	N/A	N/A
Positive_4 vs. control_skin_right	Positive_3 vs. wound_deb	3.32682062364	0.00143851070613	1	N/A	N/A
Positive_4 vs. control_skin_right	Positive_3 vs. control_skin_left	1.52082641892	0.132295995987	1	N/A	N/A
Positive_4 vs. control_skin_right	control_skin_right vs. wound_swab	6.56258118602	7.18256565335e-11	9.78983698552e-08	N/A	N/A
Positive_4 vs. control_skin_right	control_skin_right vs. diabetic_skin_contra	14.0138826055	0.0	0.0	N/A	N/A
Positive_4 vs. control_skin_right	control_skin_right vs. wound_deb	5.90320252533	4.65896854429e-09	6.35017412587e-06	N/A	N/A
Positive_4 vs. control_skin_right	control_skin_right vs. control_skin_left	16.0363116467	0.0	0.0	N/A	N/A
Positive_4 vs. control_skin_right	wound_swab vs. diabetic_skin_contra	6.41734849891	1.7694423704e-10	2.41174995086e-07	N/A	N/A
Positive_4 vs. control_skin_right	wound_swab vs. wound_deb	4.33548397367	1.57261950511e-05	0.0214348038546	N/A	N/A
Positive_4 vs. control_skin_right	wound_swab vs. control_skin_left	6.49054292921	1.1097056607e-10	1.51252881553e-07	N/A	N/A
Positive_4 vs. control_skin_right	diabetic_skin_contra vs. wound_deb	5.82295802954	7.20918880148e-09	9.82612433642e-06	N/A	N/A
Positive_4 vs. control_skin_right	diabetic_skin_contra vs. control_skin_left	13.7451750038	0.0	0.0	N/A	N/A
Positive_4 vs. control_skin_right	wound_deb vs. control_skin_left	5.8247665746	7.16860082406e-09	9.77080292319e-06	N/A	N/A
Positive_4 vs. wound_swab	Positive_4 vs. diabetic_skin_contra	-2.17280149612	0.0326814418672	1	N/A	N/A
Positive_4 vs. wound_swab	Positive_4 vs. wound_deb	0.128084308916	0.898460303297	1	N/A	N/A
Positive_4 vs. wound_swab	Positive_4 vs. control_skin_left	-2.67375829543	0.00906966650985	1	N/A	N/A
Positive_4 vs. wound_swab	Positive_3 vs. control_skin_right	-2.23748658242	0.0281846977921	1	N/A	N/A
Positive_4 vs. wound_swab	Positive_3 vs. wound_swab	0.258427744025	0.796757508169	1	N/A	N/A
Positive_4 vs. wound_swab	Positive_3 vs. diabetic_skin_contra	-1.7984569584	0.0757845035386	1	N/A	N/A
Positive_4 vs. wound_swab	Positive_3 vs. wound_deb	0.370263083344	0.7123372857	1	N/A	N/A
Positive_4 vs. wound_swab	Positive_3 vs. control_skin_left	-2.28400555103	0.0249892881355	1	N/A	N/A
Positive_4 vs. wound_swab	control_skin_right vs. wound_swab	3.98991730253	6.91640735675e-05	0.0942706322725	N/A	N/A
Positive_4 vs. wound_swab	control_skin_right vs. diabetic_skin_contra	10.5998150524	0.0	0.0	N/A	N/A
Positive_4 vs. wound_swab	control_skin_right vs. wound_deb	3.3853750856	0.000734228988599	1	N/A	N/A
Positive_4 vs. wound_swab	control_skin_right vs. control_skin_left	12.3320822005	0.0	0.0	N/A	N/A
Positive_4 vs. wound_swab	wound_swab vs. diabetic_skin_contra	3.94398444609	8.32149606176e-05	0.113421991322	N/A	N/A
Positive_4 vs. wound_swab	wound_swab vs. wound_deb	2.10024375897	0.0359092990756	1	N/A	N/A
Positive_4 vs. wound_swab	wound_swab vs. control_skin_left	3.84871622142	0.000122984150901	0.167627397678	N/A	N/A
Positive_4 vs. wound_swab	diabetic_skin_contra vs. wound_deb	3.37677488672	0.000754144143727	1	N/A	N/A
Positive_4 vs. wound_swab	diabetic_skin_contra vs. control_skin_left	10.357364473	0.0	0.0	N/A	N/A
Positive_4 vs. wound_swab	wound_deb vs. control_skin_left	3.24149557577	0.00121854822684	1	N/A	N/A
Positive_4 vs. diabetic_skin_contra	Positive_4 vs. wound_deb	2.44096986626	0.0171080844291	1	N/A	N/A
Positive_4 vs. diabetic_skin_contra	Positive_4 vs. control_skin_left	-1.0537425601	0.294986987626	1	N/A	N/A
Positive_4 vs. diabetic_skin_contra	Positive_3 vs. control_skin_right	-0.300433636602	0.764625757327	1	N/A	N/A
Positive_4 vs. diabetic_skin_contra	Positive_3 vs. wound_swab	2.53268937796	0.0132255998627	1	N/A	N/A
Positive_4 vs. diabetic_skin_contra	Positive_3 vs. diabetic_skin_contra	0.7816258181	0.436581088931	1	N/A	N/A
Positive_4 vs. diabetic_skin_contra	Positive_3 vs. wound_deb	2.81674800602	0.00625627822782	1	N/A	N/A
Positive_4 vs. diabetic_skin_contra	Positive_3 vs. control_skin_left	-0.115149695809	0.908598058608	1	N/A	N/A
Positive_4 vs. diabetic_skin_contra	control_skin_right vs. wound_swab	6.52261110508	9.3066221396e-11	1.26849259763e-07	N/A	N/A
Positive_4 vs. diabetic_skin_contra	control_skin_right vs. diabetic_skin_contra	14.3457020739	0.0	0.0	N/A	N/A
Positive_4 vs. diabetic_skin_contra	control_skin_right vs. wound_deb	5.82681139406	7.27771687359e-09	9.9195280987e-06	N/A	N/A
Positive_4 vs. diabetic_skin_contra	control_skin_right vs. control_skin_left	16.4585850369	0.0	0.0	N/A	N/A
Positive_4 vs. diabetic_skin_contra	wound_swab vs. diabetic_skin_contra	6.38652423667	2.15396145364e-10	2.93584946132e-07	N/A	N/A
Positive_4 vs. diabetic_skin_contra	wound_swab vs. wound_deb	4.2025721324	2.82785613102e-05	0.0385436790657	N/A	N/A
Positive_4 vs. diabetic_skin_contra	wound_swab vs. control_skin_left	6.43159623031	1.62220459288e-10	2.21106486009e-07	N/A	N/A
Positive_4 vs. diabetic_skin_contra	diabetic_skin_contra vs. wound_deb	5.75499245195	1.06893423002e-08	1.45695735552e-05	N/A	N/A
Positive_4 vs. diabetic_skin_contra	diabetic_skin_contra vs. control_skin_left	14.0617145439	0.0	0.0	N/A	N/A
Positive_4 vs. diabetic_skin_contra	wound_deb vs. control_skin_left	5.72965746089	1.24278516367e-08	1.69391617808e-05	N/A	N/A
Positive_4 vs. wound_deb	Positive_4 vs. control_skin_left	-3.01999846821	0.00351113273002	1	N/A	N/A
Positive_4 vs. wound_deb	Positive_3 vs. control_skin_right	-2.55870565811	0.0128074615921	1	N/A	N/A
Positive_4 vs. wound_deb	Positive_3 vs. wound_swab	0.117455770691	0.906845132763	1	N/A	N/A
Positive_4 vs. wound_deb	Positive_3 vs. diabetic_skin_contra	-2.05378911341	0.0436283837697	1	N/A	N/A
Positive_4 vs. wound_deb	Positive_3 vs. wound_deb	0.235037404646	0.815007549255	1	N/A	N/A
Positive_4 vs. wound_deb	Positive_3 vs. control_skin_left	-2.60932887834	0.0110557053484	1	N/A	N/A
Positive_4 vs. wound_deb	control_skin_right vs. wound_swab	3.30813058989	0.000960757453685	1	N/A	N/A
Positive_4 vs. wound_deb	control_skin_right vs. diabetic_skin_contra	9.02767551453	0.0	0.0	N/A	N/A
Positive_4 vs. wound_deb	control_skin_right vs. wound_deb	2.79035554609	0.00535069012735	1	N/A	N/A
Positive_4 vs. wound_deb	control_skin_right vs. control_skin_left	10.5351511986	0.0	0.0	N/A	N/A
Positive_4 vs. wound_deb	wound_swab vs. diabetic_skin_contra	3.27076236553	0.00109298246076	1	N/A	N/A
Positive_4 vs. wound_deb	wound_swab vs. wound_deb	1.68646273625	0.0919607103767	1	N/A	N/A
Positive_4 vs. wound_deb	wound_swab vs. control_skin_left	3.179954774	0.0014987974889	1	N/A	N/A
Positive_4 vs. wound_deb	diabetic_skin_contra vs. wound_deb	2.78374351762	0.00544862569361	1	N/A	N/A
Positive_4 vs. wound_deb	diabetic_skin_contra vs. control_skin_left	8.80929165074	0.0	0.0	N/A	N/A
Positive_4 vs. wound_deb	wound_deb vs. control_skin_left	2.65983346238	0.00791273530549	1	N/A	N/A
Positive_4 vs. control_skin_left	Positive_3 vs. control_skin_right	1.0067660414	0.317120969148	1	N/A	N/A
Positive_4 vs. control_skin_left	Positive_3 vs. wound_swab	3.04456306306	0.00314263609938	1	N/A	N/A
Positive_4 vs. control_skin_left	Positive_3 vs. diabetic_skin_contra	1.98217456911	0.0506904395926	1	N/A	N/A
Positive_4 vs. control_skin_left	Positive_3 vs. wound_deb	3.41747394952	0.00104986554163	1	N/A	N/A
Positive_4 vs. control_skin_left	Positive_3 vs. control_skin_left	1.24323665172	0.217239480563	1	N/A	N/A
Positive_4 vs. control_skin_left	control_skin_right vs. wound_swab	6.89936694352	7.56639195743e-12	1.0312992238e-08	N/A	N/A
Positive_4 vs. control_skin_left	control_skin_right vs. diabetic_skin_contra	14.7960998441	0.0	0.0	N/A	N/A
Positive_4 vs. control_skin_left	control_skin_right vs. wound_deb	6.2000062511	7.79102116155e-10	1.06191618432e-06	N/A	N/A
Positive_4 vs. control_skin_left	control_skin_right vs. control_skin_left	16.9378046664	0.0	0.0	N/A	N/A
Positive_4 vs. control_skin_left	wound_swab vs. diabetic_skin_contra	6.74795126392	2.01483274509e-11	2.74621703156e-08	N/A	N/A
Positive_4 vs. control_skin_left	wound_swab vs. wound_deb	4.54186403036	6.11863233568e-06	0.00833969587354	N/A	N/A
Positive_4 vs. control_skin_left	wound_swab vs. control_skin_left	6.82069839628	1.24127375045e-11	1.69185612187e-08	N/A	N/A
Positive_4 vs. control_skin_left	diabetic_skin_contra vs. wound_deb	6.11686637024	1.2450871445e-09	1.69705377795e-06	N/A	N/A
Positive_4 vs. control_skin_left	diabetic_skin_contra vs. control_skin_left	14.5110734575	0.0	0.0	N/A	N/A
Positive_4 vs. control_skin_left	wound_deb vs. control_skin_left	6.11464482761	1.26952470758e-09	1.73036217643e-06	N/A	N/A
Positive_3 vs. control_skin_right	Positive_3 vs. wound_swab	2.58836451864	0.0115490649082	1	N/A	N/A
Positive_3 vs. control_skin_right	Positive_3 vs. diabetic_skin_contra	1.21049040519	0.229655044513	1	N/A	N/A
Positive_3 vs. control_skin_right	Positive_3 vs. wound_deb	2.93527597614	0.00458164638734	1	N/A	N/A
Positive_3 vs. control_skin_right	Positive_3 vs. control_skin_left	0.257721486448	0.797292018478	1	N/A	N/A
Positive_3 vs. control_skin_right	control_skin_right vs. wound_swab	6.19102627851	7.63121787983e-10	1.04013499702e-06	N/A	N/A
Positive_3 vs. control_skin_right	control_skin_right vs. diabetic_skin_contra	13.5209768262	0.0	0.0	N/A	N/A
Positive_3 vs. control_skin_right	control_skin_right vs. wound_deb	5.54201524716	3.68823078745e-08	5.02705856329e-05	N/A	N/A
Positive_3 vs. control_skin_right	control_skin_right vs. control_skin_left	15.5065692038	0.0	0.0	N/A	N/A
Positive_3 vs. control_skin_right	wound_swab vs. diabetic_skin_contra	6.05866023659	1.66821045866e-09	2.27377085515e-06	N/A	N/A
Positive_3 vs. control_skin_right	wound_swab vs. wound_deb	4.01509745917	6.299848916e-05	0.0858669407251	N/A	N/A
Positive_3 vs. control_skin_right	wound_swab vs. control_skin_left	6.10904563458	1.2314722575e-09	1.67849668697e-06	N/A	N/A
Positive_3 vs. control_skin_right	diabetic_skin_contra vs. wound_deb	5.4706705136	5.33286901305e-08	7.26870046479e-05	N/A	N/A
Positive_3 vs. control_skin_right	diabetic_skin_contra vs. control_skin_left	13.2529941108	0.0	0.0	N/A	N/A
Positive_3 vs. control_skin_right	wound_deb vs. control_skin_left	5.45407566549	5.86619215426e-08	7.99561990625e-05	N/A	N/A
Positive_3 vs. wound_swab	Positive_3 vs. diabetic_skin_contra	-2.15813430253	0.0338420707812	1	N/A	N/A
Positive_3 vs. wound_swab	Positive_3 vs. wound_deb	0.124353635992	0.901402153039	1	N/A	N/A
Positive_3 vs. wound_swab	Positive_3 vs. control_skin_left	-2.65455575527	0.00955756106871	1	N/A	N/A
Positive_3 vs. wound_swab	control_skin_right vs. wound_swab	3.63313005729	0.000289085861297	0.394024028948	N/A	N/A
Positive_3 vs. wound_swab	control_skin_right vs. diabetic_skin_contra	10.1299951258	0.0	0.0	N/A	N/A
Positive_3 vs. wound_swab	control_skin_right vs. wound_deb	3.03960666414	0.00242112723233	1	N/A	N/A
Positive_3 vs. wound_swab	control_skin_right vs. control_skin_left	11.8289289248	0.0	0.0	N/A	N/A
Positive_3 vs. wound_swab	wound_swab vs. diabetic_skin_contra	3.59874780326	0.000328410196897	0.447623098371	N/A	N/A
Positive_3 vs. wound_swab	wound_swab vs. wound_deb	1.79235690705	0.0733199094414	1	N/A	N/A
Positive_3 vs. wound_swab	wound_swab vs. control_skin_left	3.48207795525	0.000509707489786	0.694731308579	N/A	N/A
Positive_3 vs. wound_swab	diabetic_skin_contra vs. wound_deb	3.03862490911	0.00242199195879	1	N/A	N/A
Positive_3 vs. wound_swab	diabetic_skin_contra vs. control_skin_left	9.88715862462	0.0	0.0	N/A	N/A
Positive_3 vs. wound_swab	wound_deb vs. control_skin_left	2.88625679038	0.0039615963733	1	N/A	N/A
Positive_3 vs. diabetic_skin_contra	Positive_3 vs. wound_deb	2.42805045904	0.0176805459772	1	N/A	N/A
Positive_3 vs. diabetic_skin_contra	Positive_3 vs. control_skin_left	-1.04335958639	0.29974012435	1	N/A	N/A
Positive_3 vs. diabetic_skin_contra	control_skin_right vs. wound_swab	6.12742290638	1.12839426691e-09	1.5380013858e-06	N/A	N/A
Positive_3 vs. diabetic_skin_contra	control_skin_right vs. diabetic_skin_contra	13.8218742309	0.0	0.0	N/A	N/A
